epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.25627,1.56356,3.10072,0.00734,0.0266,0.5079,0.09183,0.0334,2.27067,3.46446,0.01359,0.000191667,0.000191667,0.081025
2,5.32514,1.49267,2.08938,0.00712,0.18451,0.70255,0.3272,0.14654,1.64629,3.51826,0.009,0.000352892,0.000352892,0.0611862
3,7.33958,1.38742,1.72815,0.0064,0.11383,0.82811,0.45325,0.19159,1.78264,3.00733,0.01021,0.000474517,0.000474517,0.0413079
4,9.32322,1.3327,1.55071,0.00617,0.83401,0.20242,0.53439,0.25707,1.62207,2.22224,0.00885,0.000556542,0.000556542,0.0213899
5,11.2525,1.23991,1.44967,0.00584,0.68751,0.36857,0.5596,0.29577,1.53042,1.85816,0.00842,0.000598967,0.000598967,0.0014323
6,13.1783,1.24785,1.34388,0.00605,0.62867,0.48201,0.5835,0.29983,1.59604,1.67988,0.0086,0.000505,0.000505,0.000505
7,15.3032,1.20253,1.29308,0.00587,0.62337,0.54762,0.62749,0.3383,1.48577,1.51115,0.00805,0.000406,0.000406,0.000406
8,17.2049,1.20294,1.23017,0.00549,0.64166,0.58431,0.6489,0.34279,1.50433,1.4118,0.00804,0.000307,0.000307,0.000307
9,19.1264,1.23899,1.17768,0.00539,0.65727,0.59107,0.66558,0.35949,1.48037,1.37438,0.00789,0.000208,0.000208,0.000208
10,21.0401,1.16867,1.17787,0.00642,0.66047,0.59869,0.6747,0.36996,1.45251,1.34069,0.00771,0.000109,0.000109,0.000109
11,2.71494,1.42602,1.83204,0.00601,0.64811,0.59795,0.66063,0.31041,1.72615,1.32634,0.00933,0.0001,0.0001,0.0001
12,5.0182,1.36779,1.50326,0.00546,0.67699,0.61761,0.69985,0.38757,1.42359,1.31761,0.00758,9.93906e-05,9.93906e-05,9.93906e-05
13,7.81279,1.31235,1.43023,0.00546,0.65563,0.60763,0.68447,0.37366,1.45814,1.33123,0.00769,9.75773e-05,9.75773e-05,9.75773e-05
14,10.1152,1.31808,1.36307,0.00543,0.65002,0.61306,0.68406,0.3783,1.43031,1.35054,0.00759,9.46048e-05,9.46048e-05,9.46048e-05
15,12.4084,1.28945,1.3477,0.00532,0.63648,0.60946,0.67235,0.37204,1.45901,1.32613,0.00772,9.05463e-05,9.05463e-05,9.05463e-05
16,14.7038,1.25711,1.25999,0.00502,0.63934,0.60904,0.67488,0.37837,1.42589,1.34377,0.00754,8.55018e-05,8.55018e-05,8.55018e-05
17,17.0373,1.28706,1.31409,0.00538,0.63672,0.60185,0.67113,0.36799,1.47371,1.34071,0.00778,7.95954e-05,7.95954e-05,7.95954e-05
18,19.3436,1.23645,1.26843,0.00522,0.65582,0.58941,0.67151,0.37682,1.43072,1.35874,0.00756,7.29725e-05,7.29725e-05,7.29725e-05
19,21.8301,1.22936,1.23814,0.00493,0.66294,0.59967,0.67675,0.38258,1.42369,1.35521,0.00755,6.57963e-05,6.57963e-05,6.57963e-05
20,24.0895,1.2236,1.21346,0.00509,0.66822,0.59452,0.68045,0.37817,1.46119,1.3279,0.00775,5.82435e-05,5.82435e-05,5.82435e-05
21,27.3996,1.24494,1.41143,0.00564,0.64241,0.60778,0.6802,0.36999,1.48916,1.30611,0.00785,5.05e-05,5.05e-05,5.05e-05
22,29.6357,1.17095,1.321,0.00525,0.65083,0.59791,0.66333,0.36016,1.49188,1.35453,0.00787,4.27565e-05,4.27565e-05,4.27565e-05
23,31.8817,1.15304,1.27131,0.0054,0.6086,0.58871,0.6302,0.33434,1.54008,1.40171,0.00809,3.52037e-05,3.52037e-05,3.52037e-05
24,34.09,1.13236,1.22362,0.00546,0.62613,0.57591,0.62801,0.33265,1.55016,1.38946,0.00812,2.80275e-05,2.80275e-05,2.80275e-05
25,36.5056,1.14975,1.18429,0.00523,0.62483,0.56775,0.62921,0.33332,1.54932,1.38371,0.00814,2.14046e-05,2.14046e-05,2.14046e-05
26,38.7061,1.13531,1.14963,0.00513,0.62356,0.56702,0.63535,0.3418,1.52284,1.37763,0.008,1.54982e-05,1.54982e-05,1.54982e-05
27,40.9575,1.13259,1.17663,0.00486,0.64172,0.56522,0.64011,0.34935,1.49232,1.38773,0.00784,1.04537e-05,1.04537e-05,1.04537e-05
28,43.1937,1.11844,1.15147,0.00518,0.63862,0.57103,0.64664,0.3516,1.4928,1.37435,0.00785,6.39518e-06,6.39518e-06,6.39518e-06
29,45.4424,1.1127,1.12239,0.00498,0.63432,0.57526,0.64472,0.34992,1.49481,1.38685,0.00786,3.4227e-06,3.4227e-06,3.4227e-06
30,47.6923,1.09861,1.10997,0.00519,0.63589,0.57848,0.64817,0.35157,1.50215,1.37386,0.00788,1.60943e-06,1.60943e-06,1.60943e-06
