epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.39538,1.49971,2.0432,0.00813,0.47801,0.41744,0.425,0.25131,1.39622,1.77274,0.00607,0.0001,0.0001,0.0001
2,10.7793,1.37653,1.45084,0.00704,0.48032,0.44153,0.4276,0.24461,1.45141,1.77767,0.00639,9.93906e-05,9.93906e-05,9.93906e-05
3,15.8263,1.31337,1.3363,0.0066,0.46344,0.42933,0.42063,0.24414,1.41025,1.66418,0.00614,9.75773e-05,9.75773e-05,9.75773e-05
4,20.252,1.26824,1.28956,0.00645,0.4564,0.4658,0.4338,0.25224,1.39037,1.62783,0.00604,9.46048e-05,9.46048e-05,9.46048e-05
5,24.5457,1.24135,1.25112,0.00633,0.45485,0.46393,0.43158,0.24903,1.41469,1.6349,0.00618,9.05463e-05,9.05463e-05,9.05463e-05
6,28.832,1.22809,1.23252,0.00609,0.47193,0.45928,0.42313,0.24877,1.40121,1.63509,0.0061,8.55018e-05,8.55018e-05,8.55018e-05
7,33.0762,1.19513,1.20523,0.0061,0.45293,0.45592,0.41777,0.24473,1.40932,1.62504,0.00614,7.95954e-05,7.95954e-05,7.95954e-05
8,37.3037,1.18775,1.17447,0.00595,0.47915,0.47413,0.43473,0.25373,1.41449,1.59314,0.00617,7.29725e-05,7.29725e-05,7.29725e-05
9,41.7782,1.17698,1.15347,0.00586,0.47447,0.48823,0.44028,0.25589,1.41645,1.55495,0.00621,6.57963e-05,6.57963e-05,6.57963e-05
10,46.0018,1.16193,1.14389,0.00582,0.47409,0.4889,0.44623,0.26244,1.39475,1.54688,0.00606,5.82435e-05,5.82435e-05,5.82435e-05
11,51.356,1.16695,1.18691,0.00671,0.49839,0.53062,0.47526,0.27321,1.41897,1.43623,0.00617,5.05e-05,5.05e-05,5.05e-05
12,55.5089,1.1465,1.10473,0.00629,0.5191,0.51848,0.4775,0.27108,1.43686,1.47739,0.00625,4.27565e-05,4.27565e-05,4.27565e-05
13,59.6204,1.10912,1.06772,0.00642,0.51721,0.51201,0.45647,0.26604,1.40975,1.51661,0.00609,3.52037e-05,3.52037e-05,3.52037e-05
14,63.9301,1.10103,1.03794,0.00618,0.51337,0.51442,0.45777,0.26794,1.4078,1.51259,0.00608,2.80275e-05,2.80275e-05,2.80275e-05
15,68.0382,1.10211,1.03212,0.00607,0.51007,0.50949,0.46066,0.27012,1.40874,1.49932,0.00608,2.14046e-05,2.14046e-05,2.14046e-05
16,72.1723,1.10831,1.04285,0.00617,0.5041,0.50409,0.46041,0.26885,1.41761,1.49961,0.00614,1.54982e-05,1.54982e-05,1.54982e-05
17,76.3069,1.10086,1.02702,0.00604,0.50189,0.50761,0.461,0.26854,1.41972,1.50298,0.00615,1.04537e-05,1.04537e-05,1.04537e-05
18,80.4488,1.08295,1.01231,0.00609,0.50208,0.51026,0.46199,0.26955,1.41664,1.49551,0.00614,6.39518e-06,6.39518e-06,6.39518e-06
19,84.5901,1.08287,1.00328,0.00604,0.50398,0.50909,0.46375,0.27137,1.41009,1.48253,0.0061,3.4227e-06,3.4227e-06,3.4227e-06
20,88.8863,1.09184,1.01247,0.00604,0.50424,0.51011,0.4638,0.27044,1.41069,1.48571,0.0061,1.60943e-06,1.60943e-06,1.60943e-06
