epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,13.4674,1.48446,3.2244,0.00764,0.00106,0.16049,0.00997,0.00494,1.28225,3.68755,0.00536,0.000191667,0.000191667,0.081025,1,TL
2,15.0979,1.45356,2.437,0.00771,0.18707,0.22554,0.16114,0.10457,1.29902,3.83198,0.00549,0.000352892,0.000352892,0.0611862,2,TL
3,16.7124,1.46932,2.07735,0.0076,0.11369,0.52027,0.19085,0.11387,1.30497,3.61103,0.0055,0.000474517,0.000474517,0.0413079,3,TL
4,18.4158,1.42589,1.8931,0.00749,0.06376,0.71884,0.25517,0.15325,1.37849,2.99671,0.00574,0.000556542,0.000556542,0.0213899,4,TL
5,20.0365,1.40995,1.76946,0.00732,0.49815,0.1748,0.31228,0.18645,1.38377,2.46682,0.0058,0.000598967,0.000598967,0.0014323,5,TL
6,21.6665,1.38383,1.67926,0.00717,0.43028,0.25015,0.32091,0.18989,1.37672,2.27573,0.00573,0.000505,0.000505,0.000505,6,TL
7,23.2993,1.32661,1.66385,0.00723,0.43738,0.2899,0.33557,0.19611,1.38771,2.19688,0.00579,0.000406,0.000406,0.000406,7,TL
8,24.9157,1.36831,1.64498,0.00745,0.43564,0.32599,0.35269,0.20673,1.38581,2.1142,0.00576,0.000307,0.000307,0.000307,8,TL
9,26.7236,1.34853,1.58365,0.00689,0.42508,0.3432,0.35802,0.21035,1.39863,2.03543,0.00578,0.000208,0.000208,0.000208,9,TL
10,28.3462,1.34006,1.55349,0.00689,0.4265,0.34656,0.35516,0.20861,1.40501,2.01241,0.00581,0.000109,0.000109,0.000109,10,TL
1,6.41699,1.59673,2.42566,0.00778,0.47143,0.36111,0.38192,0.22182,1.41631,2.02597,0.00585,0.0001,0.0001,0.0001,11,FT
2,8.70186,1.45471,1.83304,0.00684,0.46417,0.39314,0.41381,0.24132,1.38074,1.93173,0.00581,9.93906e-05,9.93906e-05,9.93906e-05,12,FT
3,11.3457,1.37842,1.64594,0.00651,0.44974,0.42092,0.41995,0.24364,1.377,1.91612,0.0058,9.75773e-05,9.75773e-05,9.75773e-05,13,FT
4,13.7046,1.36624,1.54936,0.00623,0.44281,0.42054,0.41515,0.23471,1.40228,1.94943,0.00593,9.46048e-05,9.46048e-05,9.46048e-05,14,FT
5,16.0695,1.36704,1.54625,0.00636,0.42775,0.41111,0.4,0.22697,1.41824,1.91996,0.00603,9.05463e-05,9.05463e-05,9.05463e-05,15,FT
6,18.3733,1.31786,1.46015,0.00594,0.44435,0.39724,0.40401,0.2333,1.39653,1.92371,0.00592,8.55018e-05,8.55018e-05,8.55018e-05,16,FT
7,20.668,1.30703,1.44741,0.00609,0.46542,0.40948,0.41802,0.2433,1.38925,1.91263,0.00589,7.95954e-05,7.95954e-05,7.95954e-05,17,FT
8,22.9715,1.2835,1.43265,0.0058,0.48644,0.41499,0.42661,0.25449,1.35473,1.8762,0.00572,7.29725e-05,7.29725e-05,7.29725e-05,18,FT
9,25.4644,1.28516,1.40304,0.00566,0.50241,0.42409,0.43446,0.26024,1.35831,1.85985,0.00574,6.57963e-05,6.57963e-05,6.57963e-05,19,FT
10,27.7837,1.24422,1.36202,0.00576,0.51076,0.43322,0.447,0.2664,1.35865,1.8551,0.00574,5.82435e-05,5.82435e-05,5.82435e-05,20,FT
11,31.0402,1.2809,1.57472,0.00634,0.48575,0.46129,0.45181,0.26123,1.37225,1.71578,0.00582,5.05e-05,5.05e-05,5.05e-05,21,FT
12,33.3493,1.2449,1.46379,0.00615,0.50595,0.48756,0.46203,0.2645,1.39191,1.68512,0.00596,4.27565e-05,4.27565e-05,4.27565e-05,22,FT
13,35.5811,1.19976,1.43061,0.00611,0.51472,0.49008,0.47223,0.27211,1.39097,1.6572,0.00595,3.52037e-05,3.52037e-05,3.52037e-05,23,FT
14,37.839,1.17806,1.34374,0.00614,0.5154,0.48833,0.47127,0.27175,1.39297,1.67293,0.00597,2.80275e-05,2.80275e-05,2.80275e-05,24,FT
15,40.2518,1.21459,1.35713,0.00608,0.5105,0.49275,0.46774,0.27084,1.3903,1.67045,0.00594,2.14046e-05,2.14046e-05,2.14046e-05,25,FT
16,42.457,1.2038,1.35997,0.00607,0.50923,0.48984,0.46915,0.27237,1.38628,1.6618,0.0059,1.54982e-05,1.54982e-05,1.54982e-05,26,FT
17,44.6938,1.17591,1.31885,0.00588,0.51159,0.49153,0.47009,0.27306,1.38544,1.66588,0.0059,1.04537e-05,1.04537e-05,1.04537e-05,27,FT
18,46.9153,1.16699,1.33107,0.00598,0.51133,0.48864,0.46917,0.27194,1.38401,1.67283,0.0059,6.39518e-06,6.39518e-06,6.39518e-06,28,FT
19,49.1302,1.16419,1.32884,0.00601,0.51472,0.49177,0.4787,0.27859,1.37889,1.65693,0.00587,3.4227e-06,3.4227e-06,3.4227e-06,29,FT
20,51.3675,1.14498,1.4207,0.00655,0.51428,0.48839,0.47973,0.27928,1.37919,1.65884,0.00588,1.60943e-06,1.60943e-06,1.60943e-06,30,FT
