epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.00037,1.48689,2.84464,0.00793,0.03678,0.09557,0.03525,0.02298,1.43226,3.88777,0.00725,0.000195556,0.000195556,0.08064
2,9.00572,1.40603,1.96584,0.00771,0.06664,0.61623,0.21601,0.1236,1.42994,3.17666,0.00746,0.000356396,0.000356396,0.0608008
3,12.2369,1.39273,1.68976,0.00759,0.27382,0.22284,0.25181,0.1457,1.4785,2.36378,0.00773,0.000477636,0.000477636,0.0409221
4,15.1954,1.3544,1.53413,0.00746,0.42437,0.29993,0.29761,0.16709,1.53272,2.07112,0.00794,0.000559276,0.000559276,0.0210037
5,18.1613,1.34221,1.42449,0.00734,0.40921,0.37635,0.3313,0.17613,1.58328,1.99754,0.00836,0.000601316,0.000601316,0.00104576
6,21.0708,1.32556,1.37113,0.00711,0.39517,0.35899,0.33834,0.18332,1.54445,1.93857,0.00794,0.000505,0.000505,0.000505
7,24.0003,1.31486,1.3417,0.00729,0.38767,0.40962,0.34884,0.19237,1.54166,1.87438,0.00785,0.000406,0.000406,0.000406
8,26.9068,1.28943,1.30264,0.0071,0.40646,0.41953,0.36174,0.19921,1.54009,1.86297,0.00785,0.000307,0.000307,0.000307
9,29.7479,1.30962,1.31071,0.00703,0.40379,0.41829,0.36791,0.20279,1.54515,1.83223,0.00782,0.000208,0.000208,0.000208
10,32.6918,1.28651,1.27101,0.00691,0.39435,0.4283,0.37036,0.20342,1.54688,1.82902,0.00794,0.000109,0.000109,0.000109
