epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.755,1.45911,2.81423,0.00852,0.15852,0.21768,0.16184,0.0935,1.49948,3.901,0.00667,0.000195918,0.000195918,0.0806041
2,13.7631,1.42091,1.95922,0.0084,0.05432,0.65968,0.21062,0.12703,1.39675,2.96016,0.00605,0.000356722,0.000356722,0.0607649
3,17.0456,1.37209,1.67755,0.00816,0.41673,0.23852,0.31636,0.18462,1.45111,2.27612,0.00629,0.000477927,0.000477927,0.0408861
4,20.1455,1.36435,1.51703,0.00795,0.49085,0.34966,0.35646,0.19769,1.44276,2.16153,0.0062,0.000559531,0.000559531,0.0209677
5,23.1414,1.33089,1.42577,0.00771,0.4879,0.36796,0.37929,0.20751,1.44022,2.09302,0.00617,0.000601535,0.000601535,0.0010097
6,26.1151,1.32499,1.37812,0.00781,0.5416,0.41807,0.42677,0.24361,1.42443,1.93246,0.00609,0.000505,0.000505,0.000505
7,28.941,1.31302,1.33924,0.00778,0.49646,0.40792,0.40382,0.23087,1.41087,1.93065,0.00606,0.000406,0.000406,0.000406
8,31.8704,1.30285,1.29169,0.00757,0.53169,0.42072,0.42269,0.24267,1.41479,1.84028,0.00609,0.000307,0.000307,0.000307
9,34.8984,1.28427,1.28248,0.00746,0.5318,0.42207,0.41748,0.2387,1.42208,1.8454,0.00611,0.000208,0.000208,0.000208
10,37.9251,1.27704,1.27756,0.00767,0.50831,0.42425,0.41598,0.24022,1.40595,1.81813,0.00605,0.000109,0.000109,0.000109
