epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.83778,1.48689,2.84464,0.00793,0.03678,0.09557,0.03525,0.02298,1.43226,3.88777,0.00725,0.000195556,0.000195556,0.08064
2,8.14141,1.40603,1.96584,0.00771,0.06664,0.61623,0.21601,0.1236,1.42994,3.17666,0.00746,0.000356396,0.000356396,0.0608008
3,11.1864,1.39273,1.68976,0.00759,0.27382,0.22284,0.25181,0.1457,1.4785,2.36378,0.00773,0.000477636,0.000477636,0.0409221
4,14.2093,1.3544,1.53413,0.00746,0.42437,0.29993,0.29761,0.16709,1.53272,2.07112,0.00794,0.000559276,0.000559276,0.0210037
5,17.1432,1.34221,1.42449,0.00734,0.40921,0.37635,0.3313,0.17613,1.58328,1.99754,0.00836,0.000601316,0.000601316,0.00104576
6,20.0894,1.32556,1.37113,0.00711,0.39517,0.35899,0.33834,0.18332,1.54445,1.93857,0.00794,0.000505,0.000505,0.000505
7,23.0288,1.31486,1.3417,0.00729,0.38767,0.40962,0.34884,0.19237,1.54166,1.87438,0.00785,0.000406,0.000406,0.000406
8,26.0747,1.28943,1.30264,0.0071,0.40646,0.41953,0.36174,0.19921,1.54009,1.86297,0.00785,0.000307,0.000307,0.000307
9,29.0185,1.30962,1.31071,0.00703,0.40379,0.41829,0.36791,0.20279,1.54515,1.83223,0.00782,0.000208,0.000208,0.000208
10,31.9158,1.28651,1.27101,0.00691,0.39435,0.4283,0.37036,0.20342,1.54688,1.82902,0.00794,0.000109,0.000109,0.000109
11,4.56151,1.49707,1.9617,0.00755,0.37179,0.42449,0.40574,0.22514,1.50727,1.87634,0.00782,0.0001,0.0001,0.0001
12,8.69506,1.36315,1.37433,0.00649,0.39386,0.43229,0.4104,0.21466,1.54983,1.83049,0.00793,9.93906e-05,9.93906e-05,9.93906e-05
13,13.676,1.3299,1.30214,0.00613,0.43337,0.42199,0.40877,0.22316,1.51898,1.75314,0.00773,9.75773e-05,9.75773e-05,9.75773e-05
14,17.9214,1.27332,1.24593,0.00597,0.45457,0.44228,0.41022,0.22366,1.52825,1.71712,0.00782,9.46048e-05,9.46048e-05,9.46048e-05
15,22.0949,1.2447,1.21031,0.00581,0.4889,0.45252,0.44643,0.24786,1.499,1.64209,0.00765,9.05463e-05,9.05463e-05,9.05463e-05
16,26.2849,1.22686,1.18623,0.00576,0.53626,0.4734,0.47293,0.25903,1.49538,1.61619,0.00758,8.55018e-05,8.55018e-05,8.55018e-05
17,30.4038,1.20338,1.16371,0.00573,0.56242,0.47365,0.47788,0.26847,1.46381,1.59989,0.00748,7.95954e-05,7.95954e-05,7.95954e-05
18,34.6675,1.19158,1.14714,0.00579,0.56291,0.47365,0.48572,0.26941,1.50041,1.59514,0.00766,7.29725e-05,7.29725e-05,7.29725e-05
19,38.8258,1.19051,1.12867,0.00539,0.56868,0.49853,0.5091,0.27752,1.52657,1.58544,0.00772,6.57963e-05,6.57963e-05,6.57963e-05
20,42.9851,1.17027,1.10592,0.00542,0.57228,0.49051,0.51857,0.2811,1.53218,1.5674,0.00787,5.82435e-05,5.82435e-05,5.82435e-05
21,48.4847,1.1642,1.13588,0.00615,0.52267,0.48756,0.49577,0.27505,1.46871,1.45338,0.00752,5.05e-05,5.05e-05,5.05e-05
22,52.3945,1.13224,1.05102,0.00587,0.52378,0.49565,0.49091,0.25776,1.57567,1.5454,0.00818,4.27565e-05,4.27565e-05,4.27565e-05
23,56.3041,1.11926,1.02317,0.00569,0.54687,0.51367,0.51097,0.27617,1.52899,1.5512,0.00793,3.52037e-05,3.52037e-05,3.52037e-05
24,60.4097,1.1009,1.01388,0.00565,0.55089,0.53001,0.52926,0.28002,1.5724,1.53879,0.00809,2.80275e-05,2.80275e-05,2.80275e-05
25,64.3314,1.09777,1.00019,0.00559,0.55492,0.51521,0.52946,0.28484,1.53668,1.50727,0.00791,2.14046e-05,2.14046e-05,2.14046e-05
26,68.2609,1.08863,0.99921,0.00567,0.55859,0.51187,0.53002,0.28716,1.5348,1.48743,0.00793,1.54982e-05,1.54982e-05,1.54982e-05
27,72.186,1.09843,0.98556,0.00569,0.55186,0.52614,0.53449,0.28705,1.55023,1.48817,0.00799,1.04537e-05,1.04537e-05,1.04537e-05
28,76.1153,1.0882,0.9875,0.00556,0.54265,0.52878,0.53264,0.28671,1.54317,1.48007,0.00795,6.39518e-06,6.39518e-06,6.39518e-06
29,80.2005,1.07333,0.97642,0.00554,0.5508,0.53395,0.53813,0.2879,1.54525,1.48955,0.00797,3.4227e-06,3.4227e-06,3.4227e-06
30,84.1343,1.0775,0.96623,0.00553,0.5519,0.53543,0.53932,0.29124,1.53102,1.48603,0.0079,1.60943e-06,1.60943e-06,1.60943e-06
