epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.79557,1.53779,2.41369,0.00702,0.2392,0.18856,0.2392,0.10724,1.77812,2.79991,0.01344,0.000191667,0.000191667,0.081025
2,8.42346,1.2533,1.11467,0.00584,0.70446,0.30883,0.52321,0.25268,1.65624,2.20564,0.0112,0.000352892,0.000352892,0.0611862
3,11.7799,1.29051,0.80306,0.00594,0.71224,0.57025,0.67552,0.33595,1.71115,1.52367,0.01129,0.000474517,0.000474517,0.0413079
4,15.125,1.21278,0.69859,0.00566,0.77554,0.74001,0.80115,0.44954,1.48977,1.04465,0.00979,0.000556542,0.000556542,0.0213899
5,18.4055,1.13939,0.63435,0.00527,0.81537,0.77813,0.84582,0.47184,1.52181,0.92164,0.00983,0.000598967,0.000598967,0.0014323
6,21.6702,1.05916,0.56093,0.00472,0.84822,0.79578,0.87253,0.50646,1.43145,0.8291,0.00929,0.000505,0.000505,0.000505
7,25.1063,1.01312,0.52905,0.00474,0.82857,0.79998,0.86534,0.52203,1.39221,0.84456,0.00888,0.000406,0.000406,0.000406
8,28.3995,0.99529,0.49336,0.00439,0.84851,0.79114,0.87098,0.51236,1.4108,0.85013,0.00905,0.000307,0.000307,0.000307
9,31.5841,0.95032,0.47767,0.00403,0.8506,0.79492,0.87797,0.53064,1.36691,0.78595,0.00864,0.000208,0.000208,0.000208
10,34.8621,0.93614,0.45629,0.00409,0.85756,0.79097,0.87642,0.52456,1.39064,0.80281,0.00882,0.000109,0.000109,0.000109
11,4.30964,1.22862,0.79465,0.00507,0.81869,0.78144,0.85136,0.47013,1.52417,0.90051,0.0101,0.0001,0.0001,0.0001
12,8.90185,1.20837,0.65234,0.00484,0.82522,0.76495,0.84314,0.48939,1.41033,0.87928,0.00904,9.93906e-05,9.93906e-05,9.93906e-05
13,14.2658,1.11978,0.65592,0.00443,0.80983,0.75737,0.84844,0.51795,1.34341,0.9036,0.00852,9.75773e-05,9.75773e-05,9.75773e-05
14,18.8728,1.04233,0.5707,0.00408,0.80642,0.77218,0.84961,0.52002,1.33071,0.89941,0.00839,9.46048e-05,9.46048e-05,9.46048e-05
15,23.4573,1.03775,0.5718,0.00413,0.83694,0.79197,0.87384,0.53883,1.33001,0.82621,0.00828,9.05463e-05,9.05463e-05,9.05463e-05
16,28.0258,0.96338,0.51875,0.00376,0.83663,0.79462,0.87652,0.53596,1.32695,0.8108,0.00831,8.55018e-05,8.55018e-05,8.55018e-05
17,32.6507,0.98217,0.58088,0.00415,0.81945,0.8114,0.87529,0.52915,1.37626,0.80075,0.00873,7.95954e-05,7.95954e-05,7.95954e-05
18,37.1164,0.94483,0.52029,0.00377,0.83591,0.79657,0.87619,0.53654,1.35418,0.79497,0.00856,7.29725e-05,7.29725e-05,7.29725e-05
19,41.5782,0.93258,0.48128,0.00343,0.83649,0.81065,0.88067,0.53144,1.37775,0.78752,0.00872,6.57963e-05,6.57963e-05,6.57963e-05
20,46.0081,0.90915,0.4882,0.00378,0.84198,0.79065,0.87178,0.53137,1.37098,0.81609,0.00872,5.82435e-05,5.82435e-05,5.82435e-05
21,51.6858,0.86988,0.43644,0.00359,0.83198,0.79362,0.86011,0.52859,1.37041,0.85491,0.00874,5.05e-05,5.05e-05,5.05e-05
22,56.2796,0.83008,0.41446,0.00354,0.84266,0.78793,0.87496,0.53482,1.36223,0.81233,0.00865,4.27565e-05,4.27565e-05,4.27565e-05
23,60.6566,0.81744,0.41558,0.00357,0.83501,0.78915,0.87682,0.53239,1.36934,0.81144,0.00871,3.52037e-05,3.52037e-05,3.52037e-05
24,65.0051,0.81025,0.39425,0.00346,0.85106,0.7838,0.86965,0.52967,1.37111,0.816,0.00874,2.80275e-05,2.80275e-05,2.80275e-05
25,69.3415,0.82453,0.39643,0.00346,0.8387,0.7942,0.86919,0.52751,1.37116,0.80461,0.00871,2.14046e-05,2.14046e-05,2.14046e-05
26,73.6839,0.81033,0.38627,0.00341,0.83676,0.80096,0.87216,0.52553,1.38148,0.7922,0.00879,1.54982e-05,1.54982e-05,1.54982e-05
27,78.0442,0.7953,0.3819,0.00322,0.83104,0.80007,0.87296,0.52679,1.38012,0.79742,0.00878,1.04537e-05,1.04537e-05,1.04537e-05
28,82.5651,0.7955,0.38314,0.00341,0.83698,0.79673,0.8736,0.5281,1.37638,0.80029,0.00877,6.39518e-06,6.39518e-06,6.39518e-06
29,86.8999,0.78989,0.3715,0.00326,0.83982,0.79347,0.87038,0.52642,1.37612,0.80833,0.00879,3.4227e-06,3.4227e-06,3.4227e-06
30,91.2667,0.78291,0.37885,0.00343,0.83844,0.79289,0.87037,0.52787,1.37178,0.81402,0.00875,1.60943e-06,1.60943e-06,1.60943e-06
