epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,6.52547,1.46929,2.60519,0.00802,0.5429,0.10078,0.30972,0.19684,1.49386,4.19166,0.00669,0.000196667,0.000196667,0.08053,1,TL
2,9.97866,1.43613,1.79356,0.00776,0.26706,0.3843,0.26931,0.15565,1.46085,4.07755,0.00677,0.000357397,0.000357397,0.0606907,2,TL
3,13.4983,1.3874,1.55386,0.00756,0.46977,0.28531,0.32692,0.17917,1.56049,2.97992,0.00753,0.000478527,0.000478527,0.0408119,3,TL
4,16.7985,1.34713,1.41618,0.00727,0.4908,0.26006,0.32947,0.1702,1.60659,2.93873,0.0079,0.000560057,0.000560057,0.0208934,4,TL
5,19.9477,1.34357,1.33786,0.00722,0.48748,0.26672,0.33708,0.17996,1.56157,2.9065,0.00762,0.000601987,0.000601987,0.00093532,5,TL
6,23.09,1.33704,1.26111,0.00716,0.49135,0.26576,0.34111,0.17995,1.57765,2.86273,0.00776,0.000505,0.000505,0.000505,6,TL
1,5.12046,1.58983,2.39407,0.0079,0.19554,0.66551,0.28426,0.16876,1.56173,3.4206,0.00725,0.0001,0.0001,0.0001,7,TL
2,11.3405,1.40517,1.80066,0.00667,0.19436,0.7188,0.26799,0.15767,1.56935,2.78091,0.00732,9.93906e-05,9.93906e-05,9.93906e-05,8,TL
3,16.0339,1.33303,1.60696,0.00619,0.35905,0.34173,0.29245,0.15604,1.65213,2.46285,0.00785,9.75773e-05,9.75773e-05,9.75773e-05,9,TL
4,20.5289,1.29339,1.53441,0.00603,0.43544,0.44889,0.40646,0.21556,1.60721,2.03286,0.00765,9.46048e-05,9.46048e-05,9.46048e-05,10,TL
5,25.0459,1.24042,1.46871,0.00586,0.42006,0.41763,0.39253,0.20559,1.658,2.17838,0.00796,9.05463e-05,9.05463e-05,9.05463e-05,11,FT
6,29.6263,1.20832,1.42186,0.00573,0.41974,0.4234,0.40973,0.21676,1.62589,2.14087,0.00776,8.55018e-05,8.55018e-05,8.55018e-05,12,FT
7,34.3304,1.2042,1.35942,0.00545,0.42525,0.43122,0.40355,0.20697,1.65573,2.18102,0.00808,7.95954e-05,7.95954e-05,7.95954e-05,13,FT
8,38.9812,1.17864,1.33394,0.0054,0.45676,0.40981,0.41408,0.21286,1.61699,2.26178,0.00783,7.29725e-05,7.29725e-05,7.29725e-05,14,FT
9,43.6713,1.16879,1.30165,0.00545,0.45264,0.43846,0.42727,0.22061,1.61681,2.14269,0.00786,6.57963e-05,6.57963e-05,6.57963e-05,15,FT
10,48.3844,1.15881,1.27316,0.0055,0.42606,0.43469,0.40173,0.20245,1.6399,2.18887,0.00807,5.82435e-05,5.82435e-05,5.82435e-05,16,FT
11,55.6728,1.17009,1.39306,0.00615,0.54878,0.53009,0.51292,0.25888,1.60131,1.77425,0.00775,5.05e-05,5.05e-05,5.05e-05,17,FT
12,60.1131,1.13457,1.25083,0.00594,0.54573,0.50565,0.49143,0.24904,1.59511,1.89402,0.00778,4.27565e-05,4.27565e-05,4.27565e-05,18,FT
13,64.817,1.10029,1.21335,0.00568,0.52914,0.48248,0.46445,0.22949,1.61367,2.0012,0.00785,3.52037e-05,3.52037e-05,3.52037e-05,19,FT
14,69.3238,1.10336,1.19055,0.00561,0.52808,0.47553,0.47237,0.23689,1.58792,2.04759,0.00768,2.80275e-05,2.80275e-05,2.80275e-05,20,FT
15,73.7059,1.09913,1.18117,0.00561,0.51156,0.45815,0.44343,0.22157,1.61752,2.08985,0.00793,2.14046e-05,2.14046e-05,2.14046e-05,21,FT
16,78.2446,1.08106,1.15793,0.00561,0.50719,0.46916,0.45447,0.23064,1.59463,2.01653,0.00778,1.54982e-05,1.54982e-05,1.54982e-05,22,FT
