epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.6025,1.37178,1.65019,0.00809,0.63465,0.40827,0.55612,0.28154,1.47207,2.2408,0.00743,0.000327381,0.000327381,0.0675893
2,20.1193,1.16546,0.87006,0.00646,0.70779,0.6898,0.73177,0.39371,1.4966,1.25232,0.00768,0.000595304,0.000595304,0.0345239
3,26.5438,1.0756,0.68626,0.00609,0.78849,0.74628,0.81765,0.46219,1.38593,1.0003,0.00685,0.000797226,0.000797226,0.00139246
4,32.9286,1.01724,0.59225,0.00552,0.83132,0.75699,0.85343,0.47194,1.37982,0.89347,0.00686,0.000703,0.000703,0.000703
5,39.3213,0.98634,0.55379,0.00549,0.82899,0.79609,0.87196,0.49355,1.3901,0.82582,0.00673,0.000604,0.000604,0.000604
6,45.8913,0.94738,0.50995,0.00516,0.8397,0.79034,0.87305,0.49514,1.45974,0.87649,0.00739,0.000505,0.000505,0.000505
7,52.3002,0.89935,0.47291,0.0048,0.82022,0.7759,0.86018,0.45859,1.5347,0.87597,0.00779,0.000406,0.000406,0.000406
8,58.594,0.86849,0.43817,0.00456,0.84697,0.77577,0.87085,0.49983,1.43514,0.86171,0.00725,0.000307,0.000307,0.000307
9,64.981,0.84476,0.43103,0.00444,0.85038,0.77336,0.86608,0.50172,1.41505,0.83523,0.0071,0.000208,0.000208,0.000208
10,71.3629,0.831,0.41576,0.00431,0.8448,0.77205,0.86666,0.48914,1.49544,0.85438,0.00755,0.000109,0.000109,0.000109
11,8.9661,1.05938,0.64989,0.00524,0.81378,0.78864,0.84473,0.44471,1.53698,0.88054,0.00798,0.0001,0.0001,0.0001
12,18.83,0.93759,0.50291,0.00436,0.81269,0.77624,0.85048,0.47514,1.50157,0.88537,0.00811,9.93906e-05,9.93906e-05,9.93906e-05
13,27.9801,0.91566,0.5011,0.00419,0.80962,0.76582,0.83428,0.46737,1.48873,0.90579,0.00784,9.75773e-05,9.75773e-05,9.75773e-05
14,37.0496,0.87382,0.47336,0.00409,0.81886,0.75061,0.83391,0.47578,1.48134,0.89574,0.00796,9.46048e-05,9.46048e-05,9.46048e-05
15,46.2509,0.86275,0.46428,0.00394,0.80788,0.7641,0.83886,0.47978,1.47055,0.88637,0.0076,9.05463e-05,9.05463e-05,9.05463e-05
16,55.4627,0.83835,0.45206,0.00388,0.81297,0.73056,0.81987,0.46218,1.52078,0.96211,0.0081,8.55018e-05,8.55018e-05,8.55018e-05
17,64.5238,0.82254,0.44345,0.00385,0.80568,0.76123,0.83332,0.46404,1.51528,0.94667,0.00793,7.95954e-05,7.95954e-05,7.95954e-05
18,73.7435,0.81185,0.42769,0.00366,0.8098,0.75591,0.83197,0.467,1.49344,0.92146,0.00777,7.29725e-05,7.29725e-05,7.29725e-05
19,82.8127,0.79905,0.42006,0.00362,0.79603,0.75056,0.81981,0.46568,1.49944,0.98202,0.00771,6.57963e-05,6.57963e-05,6.57963e-05
20,91.8491,0.78694,0.40709,0.00366,0.81151,0.7436,0.82341,0.45615,1.51725,0.97461,0.0079,5.82435e-05,5.82435e-05,5.82435e-05
21,102.247,0.75616,0.35704,0.00384,0.8127,0.76134,0.82926,0.45559,1.51475,0.92715,0.0078,5.05e-05,5.05e-05,5.05e-05
22,111.345,0.72279,0.3451,0.00367,0.7996,0.75262,0.82487,0.46425,1.51243,0.95183,0.00787,4.27565e-05,4.27565e-05,4.27565e-05
23,120.225,0.71084,0.33399,0.00356,0.81349,0.76787,0.83738,0.47363,1.51751,0.91308,0.00783,3.52037e-05,3.52037e-05,3.52037e-05
24,129.098,0.7083,0.33621,0.00352,0.81406,0.76275,0.83859,0.47491,1.53253,0.93804,0.00797,2.80275e-05,2.80275e-05,2.80275e-05
25,137.956,0.71287,0.33386,0.00356,0.82491,0.75072,0.83819,0.47131,1.52369,0.94932,0.00794,2.14046e-05,2.14046e-05,2.14046e-05
26,146.833,0.69787,0.32862,0.00352,0.82326,0.74679,0.83615,0.46688,1.52817,0.96516,0.00792,1.54982e-05,1.54982e-05,1.54982e-05
27,155.84,0.69008,0.32378,0.00337,0.8184,0.74863,0.83287,0.46247,1.54251,0.98096,0.00801,1.04537e-05,1.04537e-05,1.04537e-05
28,164.698,0.69041,0.32405,0.00339,0.82498,0.74228,0.8329,0.46316,1.53763,0.98567,0.00799,6.39518e-06,6.39518e-06,6.39518e-06
29,173.577,0.68365,0.32135,0.00342,0.82104,0.75032,0.83474,0.46391,1.53424,0.97902,0.00798,3.4227e-06,3.4227e-06,3.4227e-06
30,182.426,0.68367,0.32392,0.0034,0.81934,0.74948,0.83373,0.4642,1.53451,0.97948,0.00797,1.60943e-06,1.60943e-06,1.60943e-06
