epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,8.23945,1.35268,1.61959,0.0075,0.58742,0.57148,0.61372,0.33143,1.5871,1.51125,0.0082,0.00019661,0.00019661,0.0805356,1,TL
2,13.8371,1.24872,0.97419,0.00672,0.63418,0.58861,0.6592,0.38332,1.38006,1.47831,0.00719,0.000357346,0.000357346,0.0606963,2,TL
3,19.0328,1.22029,0.86607,0.00657,0.65015,0.64734,0.70733,0.39842,1.33462,1.38729,0.00666,0.000478481,0.000478481,0.0408175,3,TL
4,24.1212,1.18304,0.79963,0.00629,0.7631,0.65553,0.78258,0.41366,1.46281,1.40904,0.00755,0.000560017,0.000560017,0.020899,4,TL
5,29.1274,1.17216,0.76634,0.00622,0.69597,0.60942,0.71799,0.40563,1.37179,1.48083,0.00729,0.000601953,0.000601953,0.000940936,5,TL
6,34.113,1.1415,0.72636,0.00606,0.64846,0.58997,0.68623,0.38983,1.35352,1.39777,0.00714,0.000505,0.000505,0.000505,6,TL
7,39.1095,1.11062,0.7042,0.00585,0.7068,0.62837,0.73438,0.42234,1.34202,1.37576,0.00678,0.000406,0.000406,0.000406,7,TL
8,44.3476,1.09798,0.68562,0.00565,0.62591,0.58753,0.67704,0.38082,1.29688,1.45841,0.00652,0.000307,0.000307,0.000307,8,TL
9,49.3184,1.08082,0.66809,0.00558,0.64541,0.5868,0.67131,0.35403,1.36143,1.52697,0.00704,0.000208,0.000208,0.000208,9,TL
10,54.3068,1.06483,0.65069,0.00549,0.66493,0.61233,0.70231,0.40064,1.31228,1.41333,0.00665,0.000109,0.000109,0.000109,10,TL
1,9.23072,1.34045,1.45847,0.00672,0.75902,0.63494,0.76266,0.42372,1.31705,1.73569,0.00703,0.0001,0.0001,0.0001,11,FT
2,20.1738,1.13527,0.74568,0.00526,0.71974,0.66885,0.75995,0.42603,1.30484,1.31788,0.00686,9.93906e-05,9.93906e-05,9.93906e-05,12,FT
3,29.5949,1.04766,0.66722,0.00468,0.78054,0.68636,0.8045,0.45863,1.28994,1.23813,0.00677,9.75773e-05,9.75773e-05,9.75773e-05,13,FT
4,39.0167,1.01221,0.62081,0.00447,0.78851,0.6612,0.80723,0.47251,1.29421,1.30898,0.00692,9.46048e-05,9.46048e-05,9.46048e-05,14,FT
5,48.4349,0.98264,0.58435,0.00438,0.77422,0.71531,0.81577,0.45039,1.35914,1.16096,0.00726,9.05463e-05,9.05463e-05,9.05463e-05,15,FT
6,57.7442,0.94173,0.56347,0.00418,0.72866,0.70514,0.80158,0.42882,1.3629,1.22828,0.00731,8.55018e-05,8.55018e-05,8.55018e-05,16,FT
7,67.2021,0.9239,0.53681,0.00403,0.76394,0.69037,0.80851,0.4397,1.38316,1.17786,0.00759,7.95954e-05,7.95954e-05,7.95954e-05,17,FT
8,76.5059,0.89827,0.51282,0.00398,0.73576,0.70204,0.79751,0.42162,1.43851,1.20107,0.00776,7.29725e-05,7.29725e-05,7.29725e-05,18,FT
9,85.7937,0.88795,0.50801,0.00388,0.74695,0.67926,0.78554,0.41569,1.42966,1.2377,0.00766,6.57963e-05,6.57963e-05,6.57963e-05,19,FT
