epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.11465,1.54024,3.4267,0.00694,0.27174,0.34767,0.28532,0.14799,1.31686,3.52542,0.00807,0.000191667,0.000191667,0.081025
2,5.06143,1.51544,2.54925,0.00695,0.27115,0.39532,0.29728,0.17129,1.21621,3.70441,0.00726,0.000352892,0.000352892,0.0611862
3,6.73554,1.4998,2.14213,0.00676,0.13727,0.55,0.30717,0.17984,1.22679,3.5665,0.00741,0.000474517,0.000474517,0.0413079
4,8.35909,1.48796,1.93866,0.00677,0.07635,0.67935,0.31572,0.1862,1.25943,3.19345,0.0077,0.000556542,0.000556542,0.0213899
5,9.98654,1.43685,1.79667,0.00659,0.28548,0.42599,0.33761,0.19877,1.31581,2.76782,0.0081,0.000598967,0.000598967,0.0014323
6,11.629,1.39975,1.70552,0.0062,0.52804,0.24397,0.36541,0.21608,1.32938,2.46424,0.00825,0.000505,0.000505,0.000505
7,13.2709,1.37459,1.63554,0.00638,0.4564,0.34909,0.3973,0.23292,1.36113,2.1908,0.00842,0.000406,0.000406,0.000406
8,14.9134,1.37381,1.60965,0.00613,0.42563,0.38675,0.40551,0.24252,1.35631,2.05393,0.00839,0.000307,0.000307,0.000307
9,16.5571,1.39178,1.55781,0.00599,0.42299,0.4044,0.41353,0.24922,1.34778,1.93832,0.0083,0.000208,0.000208,0.000208
10,18.214,1.39597,1.5401,0.00618,0.41769,0.41903,0.41922,0.25122,1.34956,1.88083,0.00833,0.000109,0.000109,0.000109
