epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,18.5133,1.35245,1.59306,0.00687,0.75263,0.41979,0.60383,0.39807,1.33007,1.97899,0.01056,0.00019661,0.00019661,0.0805356,1,TL
2,23.8227,1.25547,0.96818,0.00631,0.85643,0.3621,0.66807,0.45174,1.18786,2.10976,0.00913,0.000357346,0.000357346,0.0606963,2,TL
3,28.9887,1.22762,0.87389,0.00621,0.69016,0.62711,0.69136,0.44006,1.27567,1.31439,0.00978,0.000478481,0.000478481,0.0408175,3,TL
4,34.2467,1.19662,0.80058,0.00604,0.67568,0.65367,0.68148,0.41454,1.27578,1.30072,0.0096,0.000560017,0.000560017,0.020899,4,TL
5,39.2839,1.1711,0.77379,0.00593,0.71172,0.65324,0.7154,0.46288,1.28479,1.22735,0.00981,0.000601953,0.000601953,0.000940936,5,TL
6,44.3433,1.14821,0.74488,0.00568,0.75575,0.6948,0.77395,0.50686,1.23203,1.07654,0.00938,0.000505,0.000505,0.000505,6,TL
7,49.3795,1.11895,0.71826,0.00553,0.73044,0.69628,0.74906,0.48105,1.25429,1.06421,0.00935,0.000406,0.000406,0.000406,7,TL
8,54.4202,1.11057,0.6847,0.00532,0.72827,0.70053,0.74375,0.46948,1.26197,1.10881,0.00944,0.000307,0.000307,0.000307,8,TL
9,59.4224,1.09271,0.67446,0.00534,0.754,0.71003,0.75215,0.47763,1.26725,1.06383,0.00943,0.000208,0.000208,0.000208,9,TL
10,64.5854,1.07972,0.65903,0.00525,0.7349,0.71174,0.75184,0.47922,1.25056,1.05714,0.00931,0.000109,0.000109,0.000109,10,TL
1,11.6641,1.35794,1.47981,0.00629,0.64795,0.49572,0.58171,0.35236,1.3453,1.8902,0.00987,0.0001,0.0001,0.0001,11,FT
2,21.8817,1.14909,0.75151,0.00501,0.7641,0.66886,0.78158,0.51639,1.18159,1.07752,0.00846,9.93906e-05,9.93906e-05,9.93906e-05,12,FT
3,31.3492,1.0781,0.67699,0.00451,0.74287,0.68724,0.75897,0.49256,1.16439,1.06009,0.00832,9.75773e-05,9.75773e-05,9.75773e-05,13,FT
4,40.729,1.04206,0.62614,0.00431,0.78914,0.68969,0.77501,0.51264,1.18794,0.98157,0.00852,9.46048e-05,9.46048e-05,9.46048e-05,14,FT
5,50.0203,1.01454,0.59749,0.00424,0.7821,0.72063,0.78056,0.50681,1.19891,1.0023,0.00884,9.05463e-05,9.05463e-05,9.05463e-05,15,FT
6,59.3545,0.97084,0.57115,0.00406,0.81765,0.72416,0.81277,0.54709,1.13331,0.936,0.00836,8.55018e-05,8.55018e-05,8.55018e-05,16,FT
7,68.9726,0.96387,0.54426,0.00392,0.77416,0.74461,0.81541,0.56115,1.1277,0.9068,0.00812,7.95954e-05,7.95954e-05,7.95954e-05,17,FT
8,78.4414,0.91598,0.51446,0.00382,0.80406,0.74843,0.80579,0.54574,1.13202,0.84796,0.00825,7.29725e-05,7.29725e-05,7.29725e-05,18,FT
9,87.7769,0.91,0.49976,0.00376,0.79949,0.75624,0.79701,0.54042,1.15614,0.82223,0.0084,6.57963e-05,6.57963e-05,6.57963e-05,19,FT
10,97.1522,0.89747,0.48966,0.00381,0.83181,0.75701,0.82647,0.56061,1.16156,0.79572,0.00853,5.82435e-05,5.82435e-05,5.82435e-05,20,FT
11,107.21,0.84441,0.43251,0.00395,0.8062,0.7639,0.80514,0.5376,1.17026,0.81857,0.00867,5.05e-05,5.05e-05,5.05e-05,21,FT
12,116.576,0.8301,0.41923,0.00379,0.81205,0.76401,0.8192,0.5612,1.17145,0.80354,0.00866,4.27565e-05,4.27565e-05,4.27565e-05,22,FT
13,125.805,0.81023,0.40392,0.00368,0.80386,0.76464,0.80957,0.54913,1.13807,0.8039,0.00835,3.52037e-05,3.52037e-05,3.52037e-05,23,FT
14,134.937,0.79407,0.39552,0.00365,0.8206,0.77218,0.82913,0.56749,1.15203,0.77814,0.00845,2.80275e-05,2.80275e-05,2.80275e-05,24,FT
15,144.183,0.80576,0.40037,0.00363,0.81478,0.76983,0.82817,0.57146,1.1486,0.77329,0.00839,2.14046e-05,2.14046e-05,2.14046e-05,25,FT
16,153.564,0.78531,0.39304,0.00355,0.82011,0.78203,0.82985,0.56652,1.14799,0.77175,0.00841,1.54982e-05,1.54982e-05,1.54982e-05,26,FT
17,162.668,0.78478,0.38914,0.00353,0.82174,0.77795,0.82375,0.55743,1.15166,0.7669,0.00846,1.04537e-05,1.04537e-05,1.04537e-05,27,FT
18,171.812,0.77893,0.38096,0.00351,0.82091,0.77952,0.82261,0.55753,1.15581,0.76774,0.00846,6.39518e-06,6.39518e-06,6.39518e-06,28,FT
19,180.901,0.77085,0.37892,0.00352,0.8195,0.77251,0.81959,0.55862,1.15276,0.77951,0.00843,3.4227e-06,3.4227e-06,3.4227e-06,29,FT
20,190.051,0.77309,0.37456,0.00346,0.82018,0.77869,0.82588,0.56275,1.15167,0.76734,0.00843,1.60943e-06,1.60943e-06,1.60943e-06,30,FT
