epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.19544,1.46204,2.75847,0.00782,1,0.00146,0.50072,0.30043,1.37869,4.2706,0.00745,0.00019661,0.00019661,0.0805356
2,8.84251,1.42832,1.92165,0.00772,0.28258,0.75675,0.48535,0.26391,1.43727,3.11961,0.00758,0.000357346,0.000357346,0.0606963
3,12.1967,1.40698,1.60712,0.00751,0.50652,0.53942,0.5263,0.29475,1.45005,2.54285,0.00767,0.000478481,0.000478481,0.0408175
4,15.5252,1.3878,1.44267,0.00736,0.5414,0.50474,0.53258,0.27841,1.5068,2.03407,0.00792,0.000560017,0.000560017,0.020899
5,18.7633,1.37493,1.35525,0.00727,0.53075,0.5248,0.54451,0.27529,1.56449,1.85062,0.00847,0.000601953,0.000601953,0.000940936
6,21.9833,1.35511,1.29668,0.00718,0.54894,0.53538,0.56577,0.28524,1.57537,1.84976,0.00831,0.000505,0.000505,0.000505
7,25.2178,1.35502,1.24915,0.00717,0.55833,0.51823,0.56458,0.28951,1.50875,1.92905,0.00794,0.000406,0.000406,0.000406
8,28.5916,1.35401,1.22879,0.00701,0.56294,0.53267,0.57751,0.28713,1.57323,1.82601,0.00834,0.000307,0.000307,0.000307
9,31.6878,1.33278,1.21234,0.00697,0.56336,0.53319,0.57854,0.28851,1.54373,1.86235,0.0082,0.000208,0.000208,0.000208
10,34.7292,1.32931,1.18435,0.00692,0.55825,0.54814,0.58234,0.29276,1.54866,1.8308,0.00817,0.000109,0.000109,0.000109
