epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,11.8841,1.45272,2.01977,0.00558,0.70526,0.35892,0.5296,0.29092,1.46263,2.21814,0.01481,0.000194118,0.000194118,0.0807824,1,TL
2,16.2075,1.30764,1.03403,0.00482,0.7402,0.5521,0.66297,0.43058,1.2378,1.62809,0.01322,0.0003551,0.0003551,0.0609433,2,TL
3,20.8017,1.26822,0.90352,0.00475,0.74196,0.58062,0.71184,0.46531,1.23935,1.44426,0.01371,0.000476482,0.000476482,0.0410647,3,TL
4,25.0916,1.23001,0.86273,0.0046,0.73733,0.64846,0.74051,0.47204,1.23426,1.34079,0.01353,0.000558265,0.000558265,0.0211465,4,TL
5,29.3213,1.18392,0.79779,0.00446,0.76295,0.65732,0.76165,0.48557,1.20377,1.30271,0.013,0.000600447,0.000600447,0.00118868,5,TL
6,33.5559,1.19559,0.78603,0.00437,0.73038,0.66298,0.75365,0.48016,1.2108,1.28971,0.01304,0.000505,0.000505,0.000505,6,TL
7,37.7471,1.14229,0.75368,0.00419,0.75334,0.66461,0.7678,0.49325,1.17464,1.27216,0.01252,0.000406,0.000406,0.000406,7,TL
8,41.9306,1.14846,0.74926,0.00426,0.75832,0.68723,0.75762,0.48,1.20118,1.3001,0.01281,0.000307,0.000307,0.000307,8,TL
9,46.3108,1.14688,0.72816,0.00422,0.77131,0.69058,0.77484,0.49012,1.20909,1.22421,0.01328,0.000208,0.000208,0.000208,9,TL
10,50.5144,1.1246,0.69849,0.0041,0.7471,0.69315,0.76466,0.48483,1.19831,1.23112,0.01308,0.000109,0.000109,0.000109,10,TL
1,7.22184,1.47647,1.56834,0.00517,0.74228,0.63126,0.73116,0.45791,1.29545,1.39284,0.01475,0.0001,0.0001,0.0001,11,FT
2,15.6204,1.1883,0.78899,0.00393,0.73738,0.64759,0.73392,0.46011,1.30851,1.45402,0.01458,9.93906e-05,9.93906e-05,9.93906e-05,12,FT
3,22.4942,1.13285,0.70133,0.00359,0.75032,0.70025,0.75894,0.48291,1.25706,1.33187,0.0141,9.75773e-05,9.75773e-05,9.75773e-05,13,FT
4,29.4136,1.10156,0.6721,0.00349,0.76745,0.69482,0.77842,0.50178,1.22403,1.32116,0.01378,9.46048e-05,9.46048e-05,9.46048e-05,14,FT
5,36.2642,1.03771,0.60804,0.00321,0.74048,0.71753,0.77802,0.51144,1.22604,1.32194,0.01384,9.05463e-05,9.05463e-05,9.05463e-05,15,FT
6,43.1435,1.03936,0.60535,0.00322,0.76873,0.69518,0.77736,0.4954,1.25245,1.36402,0.01386,8.55018e-05,8.55018e-05,8.55018e-05,16,FT
7,49.8888,0.99608,0.57215,0.00314,0.7667,0.70852,0.77784,0.49324,1.26421,1.34134,0.01388,7.95954e-05,7.95954e-05,7.95954e-05,17,FT
8,56.8407,0.97394,0.55722,0.00306,0.79347,0.69774,0.7892,0.51002,1.25001,1.29786,0.01381,7.29725e-05,7.29725e-05,7.29725e-05,18,FT
9,63.6257,0.95538,0.5411,0.00291,0.79393,0.70821,0.79053,0.51733,1.24097,1.25769,0.01369,6.57963e-05,6.57963e-05,6.57963e-05,19,FT
10,70.5473,0.93563,0.53334,0.00294,0.79248,0.71587,0.7989,0.5265,1.22383,1.23949,0.0136,5.82435e-05,5.82435e-05,5.82435e-05,20,FT
11,80.1019,0.8976,0.49044,0.00315,0.80512,0.71233,0.79562,0.52223,1.22594,1.27169,0.01377,5.05e-05,5.05e-05,5.05e-05,21,FT
12,87.0006,0.87223,0.46223,0.003,0.79618,0.69534,0.77921,0.49923,1.24071,1.25442,0.01417,4.27565e-05,4.27565e-05,4.27565e-05,22,FT
13,93.586,0.84717,0.44976,0.00291,0.79696,0.70906,0.79332,0.51412,1.2142,1.28705,0.01364,3.52037e-05,3.52037e-05,3.52037e-05,23,FT
14,100.196,0.8461,0.44688,0.00288,0.81454,0.7257,0.80654,0.53246,1.1859,1.24102,0.01337,2.80275e-05,2.80275e-05,2.80275e-05,24,FT
15,106.937,0.83297,0.43854,0.00281,0.80687,0.73321,0.81549,0.53897,1.20258,1.24528,0.01356,2.14046e-05,2.14046e-05,2.14046e-05,25,FT
16,113.673,0.83045,0.44153,0.00285,0.8022,0.73436,0.81575,0.54108,1.20153,1.24295,0.01364,1.54982e-05,1.54982e-05,1.54982e-05,26,FT
17,120.521,0.81716,0.43432,0.0028,0.81637,0.71567,0.81008,0.5325,1.20961,1.23935,0.01375,1.04537e-05,1.04537e-05,1.04537e-05,27,FT
18,127.118,0.82714,0.43736,0.00278,0.82131,0.71965,0.8112,0.53106,1.21418,1.23066,0.01381,6.39518e-06,6.39518e-06,6.39518e-06,28,FT
19,133.688,0.82388,0.4301,0.00277,0.81622,0.72979,0.81603,0.53349,1.21526,1.22519,0.01388,3.4227e-06,3.4227e-06,3.4227e-06,29,FT
20,140.287,0.81854,0.43368,0.00279,0.81976,0.72325,0.81364,0.53217,1.21239,1.23377,0.01376,1.60943e-06,1.60943e-06,1.60943e-06,30,FT
