epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,11.7444,1.43791,1.90331,0.00672,0.39628,0.33411,0.3487,0.21315,1.30565,1.76885,0.01361,0.000194444,0.000194444,0.08075,1,TL
2,16.1934,1.29823,1.10712,0.00596,0.60253,0.58364,0.58594,0.37231,1.17554,1.17788,0.01088,0.000355394,0.000355394,0.060911,2,TL
3,20.9401,1.24529,1.03804,0.00575,0.69556,0.59547,0.70319,0.45894,1.18291,1.09466,0.0114,0.000476744,0.000476744,0.0410323,3,TL
4,25.3465,1.21924,0.96128,0.00582,0.77952,0.6363,0.75896,0.49705,1.13908,1.03627,0.01049,0.000558494,0.000558494,0.021114,4,TL
5,29.6907,1.17981,0.89779,0.00534,0.74585,0.68057,0.78704,0.50743,1.15892,0.93169,0.01041,0.000600644,0.000600644,0.0011562,5,TL
6,34.0058,1.16767,0.85654,0.00531,0.76229,0.64489,0.7806,0.52111,1.13676,0.93307,0.01034,0.000505,0.000505,0.000505,6,TL
7,38.326,1.13953,0.83395,0.00521,0.78694,0.64933,0.7738,0.51616,1.14993,0.91967,0.0106,0.000406,0.000406,0.000406,7,TL
8,42.6212,1.14473,0.80599,0.00512,0.76626,0.68119,0.78875,0.50941,1.15329,0.92232,0.0105,0.000307,0.000307,0.000307,8,TL
9,47.0912,1.10817,0.79433,0.00504,0.82248,0.67685,0.80635,0.53061,1.13285,0.88453,0.01024,0.000208,0.000208,0.000208,9,TL
10,51.3795,1.10775,0.77562,0.00509,0.81847,0.67595,0.81023,0.53719,1.12367,0.89812,0.01022,0.000109,0.000109,0.000109,10,TL
1,7.53351,1.43138,1.69908,0.00619,0.83014,0.74588,0.83826,0.5496,1.21417,0.93652,0.01346,0.0001,0.0001,0.0001,11,FT
2,16.0023,1.15235,0.84378,0.00472,0.82749,0.70053,0.82047,0.54506,1.20457,0.99501,0.01294,9.93906e-05,9.93906e-05,9.93906e-05,12,FT
3,22.9599,1.08866,0.75927,0.00426,0.84662,0.73522,0.85329,0.56711,1.18489,0.86646,0.01236,9.75773e-05,9.75773e-05,9.75773e-05,13,FT
4,30.0845,1.06347,0.71809,0.004,0.82795,0.75126,0.85751,0.55882,1.19112,0.94471,0.01235,9.46048e-05,9.46048e-05,9.46048e-05,14,FT
5,37.093,1.02045,0.67592,0.00392,0.79298,0.74786,0.83753,0.55112,1.16935,0.94096,0.01238,9.05463e-05,9.05463e-05,9.05463e-05,15,FT
6,44.0735,0.99796,0.64895,0.00391,0.80745,0.71679,0.81714,0.5363,1.19029,1.0331,0.01255,8.55018e-05,8.55018e-05,8.55018e-05,16,FT
7,51.0251,0.96653,0.63247,0.00371,0.81385,0.74906,0.8534,0.56563,1.17348,0.93868,0.01219,7.95954e-05,7.95954e-05,7.95954e-05,17,FT
8,58.0996,0.93979,0.5966,0.0036,0.83957,0.77211,0.87907,0.5818,1.16703,0.80841,0.01204,7.29725e-05,7.29725e-05,7.29725e-05,18,FT
9,65.1775,0.93,0.58009,0.0035,0.85736,0.78521,0.88774,0.59181,1.15464,0.79884,0.01175,6.57963e-05,6.57963e-05,6.57963e-05,19,FT
10,72.1991,0.91106,0.5679,0.00358,0.86002,0.77698,0.88442,0.58723,1.14747,0.77138,0.01143,5.82435e-05,5.82435e-05,5.82435e-05,20,FT
11,81.7607,0.86287,0.51065,0.00372,0.83435,0.76964,0.87346,0.57055,1.18883,0.83321,0.01192,5.05e-05,5.05e-05,5.05e-05,21,FT
12,88.6183,0.84719,0.48387,0.00357,0.82712,0.74194,0.84661,0.55759,1.20619,0.86945,0.01232,4.27565e-05,4.27565e-05,4.27565e-05,22,FT
13,95.5832,0.82454,0.46863,0.00356,0.82086,0.74421,0.84453,0.55027,1.21981,0.88256,0.01244,3.52037e-05,3.52037e-05,3.52037e-05,23,FT
14,102.359,0.82462,0.46227,0.00347,0.84598,0.74965,0.86435,0.56901,1.17903,0.80937,0.01185,2.80275e-05,2.80275e-05,2.80275e-05,24,FT
