epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.0328,1.42159,1.93727,0.00668,0.12791,0.65996,0.27447,0.13855,1.66902,2.85789,0.01764,0.000194444,0.000194444,0.08075
2,17.4329,1.21626,0.94942,0.00559,0.74311,0.6236,0.71428,0.431,1.42395,1.29851,0.01614,0.000355394,0.000355394,0.060911
3,22.8228,1.10231,0.7109,0.00502,0.79338,0.69412,0.80539,0.51272,1.35583,1.06793,0.01617,0.000476744,0.000476744,0.0410323
4,28.1357,1.05369,0.64217,0.0049,0.85635,0.75451,0.85495,0.54303,1.37092,0.92587,0.01647,0.000558494,0.000558494,0.021114
5,33.3963,1.02146,0.56493,0.00456,0.83495,0.73641,0.84904,0.54312,1.35789,0.9239,0.01648,0.000600644,0.000600644,0.0011562
6,38.6035,0.98914,0.5318,0.00438,0.87549,0.75668,0.86516,0.55188,1.34702,0.9695,0.01604,0.000505,0.000505,0.000505
7,44.0374,0.94716,0.49914,0.00423,0.87126,0.7783,0.88535,0.55719,1.37413,0.87089,0.01641,0.000406,0.000406,0.000406
8,49.2552,0.92568,0.47801,0.004,0.87784,0.76959,0.87988,0.56762,1.38045,0.87579,0.01688,0.000307,0.000307,0.000307
9,54.4766,0.88358,0.44613,0.00389,0.8643,0.77644,0.88919,0.57262,1.34047,0.83073,0.01584,0.000208,0.000208,0.000208
10,59.6634,0.87203,0.43886,0.00383,0.89743,0.77205,0.88904,0.57641,1.34586,0.82445,0.01616,0.000109,0.000109,0.000109
11,6.98794,1.24287,0.7276,0.00493,0.88841,0.8068,0.89145,0.55424,1.3908,0.87,0.01645,0.0001,0.0001,0.0001
12,14.8873,1.06052,0.57614,0.00427,0.86359,0.78578,0.88045,0.57238,1.33723,0.88903,0.01594,9.93906e-05,9.93906e-05,9.93906e-05
13,22.0314,0.97037,0.53093,0.00369,0.86647,0.77265,0.8826,0.56741,1.38337,0.92093,0.01685,9.75773e-05,9.75773e-05,9.75773e-05
14,29.0806,0.96899,0.51198,0.00356,0.87516,0.80933,0.898,0.56978,1.37826,0.79459,0.01634,9.46048e-05,9.46048e-05,9.46048e-05
15,36.0804,0.91114,0.48695,0.00342,0.85661,0.77437,0.8839,0.56515,1.33082,0.84528,0.01549,9.05463e-05,9.05463e-05,9.05463e-05
16,43.0992,0.89458,0.47608,0.00342,0.79218,0.75921,0.86992,0.55774,1.33581,0.99457,0.01558,8.55018e-05,8.55018e-05,8.55018e-05
17,50.0898,0.88302,0.4668,0.00332,0.8634,0.77014,0.89291,0.57007,1.34527,0.87614,0.01572,7.95954e-05,7.95954e-05,7.95954e-05
18,57.2345,0.8592,0.44215,0.00326,0.89757,0.78839,0.90577,0.58221,1.35328,0.78081,0.01607,7.29725e-05,7.29725e-05,7.29725e-05
19,64.3488,0.86002,0.44496,0.0032,0.88466,0.80623,0.90627,0.58531,1.33473,0.75661,0.01568,6.57963e-05,6.57963e-05,6.57963e-05
20,71.446,0.84343,0.4408,0.00328,0.88422,0.798,0.90273,0.57758,1.33281,0.7692,0.01544,5.82435e-05,5.82435e-05,5.82435e-05
21,79.6588,0.79557,0.39356,0.00343,0.84881,0.78244,0.88921,0.5701,1.37149,0.86797,0.0161,5.05e-05,5.05e-05,5.05e-05
22,86.4914,0.76048,0.37128,0.00321,0.86124,0.76432,0.87607,0.57169,1.3782,0.90945,0.01652,4.27565e-05,4.27565e-05,4.27565e-05
23,93.5278,0.74185,0.36757,0.00318,0.86467,0.77423,0.88134,0.57123,1.37967,0.90165,0.01648,3.52037e-05,3.52037e-05,3.52037e-05
24,100.342,0.75335,0.3657,0.00313,0.87736,0.77673,0.8901,0.57406,1.37398,0.84687,0.01638,2.80275e-05,2.80275e-05,2.80275e-05
25,107.156,0.73884,0.36052,0.00304,0.87423,0.78766,0.89193,0.57653,1.36092,0.83085,0.01617,2.14046e-05,2.14046e-05,2.14046e-05
26,113.973,0.74438,0.35245,0.00308,0.88236,0.7792,0.89195,0.5763,1.35528,0.84226,0.01605,1.54982e-05,1.54982e-05,1.54982e-05
27,120.961,0.73414,0.35226,0.00308,0.8883,0.77214,0.89212,0.57593,1.35725,0.84841,0.01608,1.04537e-05,1.04537e-05,1.04537e-05
28,127.737,0.74508,0.36374,0.00307,0.87893,0.77766,0.8912,0.57549,1.36428,0.84429,0.01619,6.39518e-06,6.39518e-06,6.39518e-06
29,134.523,0.72909,0.35209,0.003,0.90036,0.76345,0.89284,0.57697,1.36618,0.84634,0.01622,3.4227e-06,3.4227e-06,3.4227e-06
30,141.344,0.73694,0.35746,0.00302,0.89657,0.7648,0.88981,0.57494,1.36503,0.86355,0.01618,1.60943e-06,1.60943e-06,1.60943e-06
