epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,7.58467,1.54655,2.95234,0.00672,0.71405,0.09299,0.39505,0.26286,1.20871,3.81788,0.01502,0.000195652,0.000195652,0.0806304,1,TL
2,10.6098,1.49164,2.13143,0.0066,0.08546,0.90827,0.3845,0.22464,1.21762,3.00128,0.01417,0.000356483,0.000356483,0.0607913,2,TL
3,13.8706,1.44473,1.8166,0.00646,0.61186,0.45803,0.54363,0.32591,1.29516,1.97387,0.01544,0.000477713,0.000477713,0.0409125,3,TL
4,16.8932,1.42936,1.64983,0.0062,0.71313,0.53208,0.65648,0.40875,1.25873,1.6721,0.01498,0.000559343,0.000559343,0.0209941,4,TL
5,19.853,1.39962,1.52908,0.00609,0.7151,0.56364,0.67756,0.42742,1.26585,1.53795,0.01622,0.000601374,0.000601374,0.00103616,5,TL
6,22.7592,1.40278,1.46149,0.00606,0.73245,0.56272,0.69054,0.4289,1.27273,1.51585,0.01576,0.000505,0.000505,0.000505,6,TL
7,25.6989,1.38809,1.41979,0.00613,0.72903,0.6457,0.73947,0.46407,1.26026,1.26169,0.01526,0.000406,0.000406,0.000406,7,TL
8,28.6062,1.36487,1.38122,0.00594,0.74712,0.64023,0.74877,0.46166,1.28336,1.28186,0.01584,0.000307,0.000307,0.000307,8,TL
9,31.5338,1.36259,1.35357,0.00591,0.75127,0.65874,0.7649,0.47621,1.27645,1.19361,0.01562,0.000208,0.000208,0.000208,9,TL
10,34.6161,1.35087,1.33953,0.0059,0.75729,0.65369,0.76579,0.47964,1.25372,1.20574,0.01519,0.000109,0.000109,0.000109,10,TL
1,4.59589,1.6037,1.98101,0.00651,0.76993,0.66253,0.77774,0.46668,1.35561,1.19699,0.01671,0.0001,0.0001,0.0001,11,FT
2,8.79364,1.45457,1.4333,0.00574,0.75299,0.63812,0.75079,0.44694,1.33507,1.25525,0.01642,9.93906e-05,9.93906e-05,9.93906e-05,12,FT
3,14.4646,1.40153,1.35075,0.00531,0.74289,0.63623,0.74796,0.4578,1.27606,1.24984,0.01567,9.75773e-05,9.75773e-05,9.75773e-05,13,FT
4,18.6917,1.35876,1.26767,0.00515,0.75305,0.65117,0.75876,0.46772,1.25373,1.23296,0.01513,9.46048e-05,9.46048e-05,9.46048e-05,14,FT
5,22.7677,1.3183,1.23967,0.00511,0.75254,0.66674,0.77105,0.47993,1.24086,1.16214,0.01494,9.05463e-05,9.05463e-05,9.05463e-05,15,FT
6,26.8645,1.31558,1.21394,0.00498,0.77327,0.65811,0.7766,0.48132,1.25194,1.14413,0.01509,8.55018e-05,8.55018e-05,8.55018e-05,16,FT
7,30.9722,1.27965,1.19126,0.00493,0.77592,0.66716,0.77949,0.47584,1.27343,1.17057,0.01543,7.95954e-05,7.95954e-05,7.95954e-05,17,FT
8,35.3189,1.27988,1.16648,0.00487,0.76062,0.66758,0.77248,0.47065,1.27542,1.19466,0.01544,7.29725e-05,7.29725e-05,7.29725e-05,18,FT
9,39.371,1.2592,1.13536,0.00473,0.77144,0.67473,0.78534,0.48099,1.26078,1.13376,0.01545,6.57963e-05,6.57963e-05,6.57963e-05,19,FT
10,43.5311,1.24642,1.10983,0.00468,0.76705,0.67686,0.78443,0.47468,1.27672,1.14564,0.01554,5.82435e-05,5.82435e-05,5.82435e-05,20,FT
11,50.3126,1.23716,1.15926,0.0053,0.78619,0.6715,0.78614,0.46179,1.32901,1.16798,0.016,5.05e-05,5.05e-05,5.05e-05,21,FT
