epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.4756,1.48446,3.2244,0.00764,0.00106,0.16049,0.00997,0.00494,1.28225,3.68755,0.00536,0.000191667,0.000191667,0.081025
2,15.1279,1.45356,2.437,0.00771,0.18707,0.22554,0.16114,0.10457,1.29902,3.83198,0.00549,0.000352892,0.000352892,0.0611862
3,16.8007,1.46932,2.07735,0.0076,0.11369,0.52027,0.19085,0.11387,1.30497,3.61103,0.0055,0.000474517,0.000474517,0.0413079
4,18.4841,1.42589,1.8931,0.00749,0.06376,0.71884,0.25517,0.15325,1.37849,2.99671,0.00574,0.000556542,0.000556542,0.0213899
5,20.1222,1.40995,1.76946,0.00732,0.49815,0.1748,0.31228,0.18645,1.38377,2.46682,0.0058,0.000598967,0.000598967,0.0014323
6,21.766,1.38383,1.67926,0.00717,0.43028,0.25015,0.32091,0.18989,1.37672,2.27573,0.00573,0.000505,0.000505,0.000505
7,23.4081,1.32661,1.66385,0.00723,0.43738,0.2899,0.33557,0.19611,1.38771,2.19688,0.00579,0.000406,0.000406,0.000406
8,25.0706,1.36831,1.64498,0.00745,0.43564,0.32599,0.35269,0.20673,1.38581,2.1142,0.00576,0.000307,0.000307,0.000307
9,26.8961,1.34853,1.58365,0.00689,0.42508,0.3432,0.35802,0.21035,1.39863,2.03543,0.00578,0.000208,0.000208,0.000208
10,28.5323,1.34006,1.55349,0.00689,0.4265,0.34656,0.35516,0.20861,1.40501,2.01241,0.00581,0.000109,0.000109,0.000109
