epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.41381,1.46929,2.60519,0.00802,0.5429,0.10078,0.30972,0.19684,1.49386,4.19166,0.00669,0.000196667,0.000196667,0.08053
2,8.78349,1.43613,1.79356,0.00776,0.26706,0.3843,0.26931,0.15565,1.46085,4.07755,0.00677,0.000357397,0.000357397,0.0606907
3,12.0986,1.3874,1.55386,0.00756,0.46977,0.28531,0.32692,0.17917,1.56049,2.97992,0.00753,0.000478527,0.000478527,0.0408119
4,15.3609,1.34713,1.41618,0.00727,0.4908,0.26006,0.32947,0.1702,1.60659,2.93873,0.0079,0.000560057,0.000560057,0.0208934
5,18.5403,1.34357,1.33786,0.00722,0.48748,0.26672,0.33708,0.17996,1.56157,2.9065,0.00762,0.000601987,0.000601987,0.00093532
6,21.5865,1.33704,1.26111,0.00716,0.49135,0.26576,0.34111,0.17995,1.57765,2.86273,0.00776,0.000505,0.000505,0.000505
7,24.6104,1.32733,1.23055,0.00704,0.49341,0.29589,0.36688,0.19084,1.58013,2.7626,0.0077,0.000406,0.000406,0.000406
8,27.8563,1.32112,1.20563,0.00702,0.48681,0.30439,0.36818,0.19193,1.56918,2.6556,0.00767,0.000307,0.000307,0.000307
9,31.1082,1.3026,1.18952,0.00687,0.48136,0.33073,0.38098,0.19948,1.56087,2.58301,0.00767,0.000208,0.000208,0.000208
10,34.341,1.31167,1.17106,0.00703,0.49113,0.32609,0.38076,0.19643,1.5793,2.58944,0.00776,0.000109,0.000109,0.000109
