epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,global_epoch,phase
1,13.8637,1.38911,1.60556,0.00776,0.49997,0.29797,0.39534,0.23309,1.38655,2.304,0.00646,0.000196667,0.000196667,0.08053,1,TL
2,19.3867,1.2414,1.00716,0.0067,0.69866,0.48885,0.61936,0.392,1.29207,1.78816,0.00599,0.000357397,0.000357397,0.0606907,2,TL
3,24.6315,1.21581,0.89616,0.00669,0.72293,0.64834,0.7374,0.46041,1.28805,1.1273,0.00598,0.000478527,0.000478527,0.0408119,3,TL
4,29.7868,1.17927,0.82664,0.00638,0.68543,0.64364,0.70647,0.43575,1.27233,1.26418,0.00603,0.000560057,0.000560057,0.0208934,4,TL
5,34.8106,1.16319,0.79487,0.00627,0.6621,0.63452,0.69441,0.43296,1.2496,1.28185,0.00586,0.000601987,0.000601987,0.00093532,5,TL
6,39.8423,1.12398,0.75487,0.00601,0.61213,0.59965,0.6291,0.37972,1.28934,1.4007,0.00624,0.000505,0.000505,0.000505,6,TL
7,44.8613,1.10114,0.73003,0.00579,0.7314,0.62772,0.73688,0.46626,1.25586,1.2917,0.00601,0.000406,0.000406,0.000406,7,TL
8,50.0994,1.09071,0.71105,0.00578,0.71821,0.63405,0.72998,0.45992,1.29848,1.26822,0.00626,0.000307,0.000307,0.000307,8,TL
9,55.1211,1.07193,0.69858,0.0056,0.74456,0.63973,0.75159,0.48568,1.24978,1.21508,0.00597,0.000208,0.000208,0.000208,9,TL
10,60.1908,1.05529,0.68013,0.00557,0.72094,0.63423,0.73116,0.46547,1.27116,1.22394,0.00609,0.000109,0.000109,0.000109,10,TL
1,9.91849,1.31508,1.39408,0.00658,0.70449,0.7382,0.77689,0.48384,1.27234,1.02214,0.00601,0.0001,0.0001,0.0001,11,FT
2,19.3486,1.09757,0.73492,0.00512,0.70346,0.68149,0.74107,0.44772,1.31704,1.16455,0.00628,9.93906e-05,9.93906e-05,9.93906e-05,12,FT
3,30.2182,1.03062,0.66302,0.00474,0.72785,0.69551,0.77128,0.47739,1.28847,1.10268,0.00622,9.75773e-05,9.75773e-05,9.75773e-05,13,FT
4,39.5879,0.99509,0.62865,0.00453,0.74043,0.70113,0.77886,0.48389,1.3004,1.06163,0.00636,9.46048e-05,9.46048e-05,9.46048e-05,14,FT
5,49.0831,0.95245,0.58972,0.00442,0.74239,0.6797,0.75326,0.44647,1.361,1.23007,0.0069,9.05463e-05,9.05463e-05,9.05463e-05,15,FT
6,58.4314,0.92333,0.5583,0.00431,0.74129,0.69736,0.75522,0.43527,1.40011,1.13379,0.00707,8.55018e-05,8.55018e-05,8.55018e-05,16,FT
7,67.7579,0.91062,0.54058,0.00404,0.74565,0.66377,0.74404,0.4316,1.39138,1.21559,0.00699,7.95954e-05,7.95954e-05,7.95954e-05,17,FT
8,77.2454,0.8845,0.51863,0.00394,0.75815,0.69447,0.75853,0.43767,1.40192,1.09335,0.00707,7.29725e-05,7.29725e-05,7.29725e-05,18,FT
9,86.5453,0.87299,0.50771,0.00395,0.76124,0.71387,0.76168,0.44948,1.36367,1.08551,0.00685,6.57963e-05,6.57963e-05,6.57963e-05,19,FT
