epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.86412,1.50045,2.46463,0.00752,0.0,0.0,0.0,0.0,1.50154,4.39253,0.01237,0.00019661,0.00019661,0.0805356
2,10.227,1.36138,1.5608,0.00678,0.16256,0.72271,0.34422,0.21439,1.27809,3.21862,0.01028,0.000357346,0.000357346,0.0606963
3,14.2109,1.30194,1.28515,0.00652,0.63399,0.38879,0.49407,0.30868,1.31102,2.08685,0.01031,0.000478481,0.000478481,0.0408175
4,18.0527,1.24951,1.16667,0.00619,0.54087,0.43584,0.49918,0.30576,1.40309,1.91901,0.01124,0.000560017,0.000560017,0.020899
5,21.7883,1.22986,1.05135,0.00614,0.55214,0.42668,0.51837,0.32518,1.33033,2.04694,0.01066,0.000601953,0.000601953,0.000940936
6,25.5419,1.20491,0.99986,0.00586,0.58822,0.51116,0.60325,0.39294,1.30856,1.72417,0.01049,0.000505,0.000505,0.000505
7,29.3025,1.16601,0.94111,0.00569,0.66542,0.51416,0.62902,0.40229,1.32118,1.72447,0.01054,0.000406,0.000406,0.000406
8,33.1829,1.15873,0.89862,0.00548,0.67423,0.52068,0.64229,0.40203,1.34626,1.68832,0.01101,0.000307,0.000307,0.000307
9,36.9667,1.13418,0.88241,0.00544,0.6768,0.50696,0.6293,0.40859,1.30746,1.71395,0.01033,0.000208,0.000208,0.000208
10,40.6942,1.12326,0.85285,0.00534,0.66603,0.52023,0.64195,0.40947,1.3196,1.71969,0.01066,0.000109,0.000109,0.000109
11,5.07795,1.3563,1.2931,0.00592,0.61395,0.49343,0.60232,0.39574,1.30769,1.82322,0.01043,0.0001,0.0001,0.0001
12,9.65898,1.28094,1.05363,0.00552,0.65244,0.50849,0.64682,0.42265,1.27936,1.70535,0.01,9.93906e-05,9.93906e-05,9.93906e-05
13,15.0126,1.2332,1.01762,0.00514,0.67064,0.50648,0.64873,0.42637,1.25825,1.74358,0.00975,9.75773e-05,9.75773e-05,9.75773e-05
14,19.7183,1.22015,0.99598,0.00505,0.66515,0.51753,0.64484,0.42752,1.25689,1.68023,0.00979,9.46048e-05,9.46048e-05,9.46048e-05
15,24.4668,1.21899,0.97238,0.00512,0.65788,0.51478,0.64772,0.42722,1.26829,1.70518,0.00989,9.05463e-05,9.05463e-05,9.05463e-05
16,29.2373,1.19175,0.96284,0.00503,0.65966,0.53133,0.66142,0.43927,1.26412,1.65441,0.00986,8.55018e-05,8.55018e-05,8.55018e-05
17,34.0632,1.20152,0.95056,0.00495,0.67673,0.53678,0.67215,0.44299,1.2864,1.57868,0.01008,7.95954e-05,7.95954e-05,7.95954e-05
18,38.8861,1.17095,0.92754,0.00498,0.68867,0.557,0.68665,0.45152,1.27397,1.4969,0.00985,7.29725e-05,7.29725e-05,7.29725e-05
19,43.729,1.16721,0.92014,0.0049,0.68936,0.56948,0.69432,0.4574,1.28232,1.45543,0.00995,6.57963e-05,6.57963e-05,6.57963e-05
20,48.321,1.15473,0.90075,0.00499,0.70278,0.53047,0.68183,0.45167,1.26876,1.57947,0.00981,5.82435e-05,5.82435e-05,5.82435e-05
21,54.1852,1.14112,0.90612,0.00545,0.65043,0.43466,0.58,0.38377,1.31673,1.95581,0.01018,5.05e-05,5.05e-05,5.05e-05
22,58.616,1.12134,0.85538,0.00526,0.66095,0.45778,0.60622,0.39782,1.30941,1.84018,0.01018,4.27565e-05,4.27565e-05,4.27565e-05
23,63.1463,1.09566,0.82812,0.00514,0.69648,0.44961,0.61686,0.4024,1.31093,1.90058,0.01023,3.52037e-05,3.52037e-05,3.52037e-05
24,67.8352,1.07656,0.81527,0.0051,0.68974,0.46346,0.62821,0.41267,1.29923,1.83716,0.01008,2.80275e-05,2.80275e-05,2.80275e-05
25,72.2691,1.09708,0.81616,0.00509,0.69476,0.49303,0.64712,0.42228,1.30144,1.71375,0.01011,2.14046e-05,2.14046e-05,2.14046e-05
26,76.6362,1.07648,0.79695,0.00503,0.70037,0.49859,0.64972,0.42576,1.30058,1.66827,0.01009,1.54982e-05,1.54982e-05,1.54982e-05
27,81.0178,1.07485,0.80288,0.00502,0.7013,0.51523,0.65853,0.43089,1.30047,1.60316,0.01009,1.04537e-05,1.04537e-05,1.04537e-05
28,85.4368,1.07166,0.78232,0.00499,0.69966,0.5198,0.66142,0.43161,1.30035,1.59377,0.01008,6.39518e-06,6.39518e-06,6.39518e-06
29,90.0317,1.06556,0.786,0.00501,0.70781,0.50876,0.65764,0.42954,1.30191,1.61929,0.01009,3.4227e-06,3.4227e-06,3.4227e-06
30,94.4499,1.06799,0.78433,0.00494,0.70891,0.51213,0.6622,0.43118,1.30597,1.59398,0.01011,1.60943e-06,1.60943e-06,1.60943e-06
